"NCR_PD_BAND_ID","NCR_PD_BAND_KEY_VAL","NCR_EXPSR_CL_KEY_VAL","PD_MIN_VAL","PD_MAX_VAL","PD_MIN_VAL_DESC","PD_MAX_VAL_DESC","PD_BAND_EXPSR_CL_DESC","NCR_PD_BAND_DESC","FRS_CD","PD_BAND","TRANSACTOR_F","CMHC_F","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","CRNT_F","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
17064,"1412","0504",0.16630500,0.29894800,"16.6305%","29.8948%",Total QRRE,PD Band 12,"12","12",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17132,"1412","0506",,,,,LOC,PD Band 12,"12","12",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17695,"1412","0507",0.01665766,0.02665631,"1.6657%","2.6656%",Other Retail,PD Band 12,"12","12",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17240,"1413","0507",0.14160396,0.19429983,"14.1604%","19.4300%",Other Retail,PD Band 13,"13","13",,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17700,"1413","0599",0.02245337,0.02665631,"2.2453%","2.6656%",No Exposure Class,PD Band 13,"13","13",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17202,"1413","0599",,,,,No Exposure Class,PD Band 13,"13","13",,,"200010","202302",N,2014-10-02-10.56.09.000000,2023-04-12-15.57.00.000000
17598,"1414","0504",0.13369767,0.24190224,"13.3697%","24.1902%",Total QRRE,PD Band 14,"14","14",T,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17385,"1414","0504",0.12213273,0.14381822,"12.2133%","14.3818%",Total QRRE,PD Band 14,"14","14",T,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17489,"1414","0507",0.18037254,0.22237109,"18.0372%","22.2371%",Other Retail,PD Band 14,"14","14",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17600,"1414","0599",0.03845873,0.06350481,"3.8458%","6.3504%",No Exposure Class,PD Band 14,"14","14",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17704,"1414","0599",0.02665632,0.03637415,"2.6656%","3.6374%",No Exposure Class,PD Band 14,"14","14",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17373,"1414","0599",0.10054582,0.12213272,"10.0546%","12.2133%",No Exposure Class,PD Band 14,"14","14",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17601,"1415","0504",0.28201937,0.29377551,"28.2019%","29.3775%",Total QRRE,PD Band 15,"15","15",N,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17374,"1415","0504",0.28178903,0.48930935,"28.1789%","48.9309%",Total QRRE,PD Band 15,"15","15",N,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17286,"1416","0507",0.38326177,0.47418488,"38.3262%","47.4185%",Other Retail,PD Band 16,"16","16",,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17498,"1416","0599",0.13104883,0.18037253,"13.1048%","18.0372%",No Exposure Class,PD Band 16,"16","16",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17378,"1417","0507",0.47418490,0.51444110,"47.4185%","51.4441%",Other Retail,PD Band 17,"17","17",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17612,"1417","0599",0.10091445,0.13369766,"10.0914%","13.3697%",No Exposure Class,PD Band 17,"17","17",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17716,"1417","0599",0.06770785,0.07679212,"6.7707%","7.6792%",No Exposure Class,PD Band 17,"17","17",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17613,"1418","0504",0.62938179,0.83810235,"62.9381%","83.8102%",Total QRRE,PD Band 18,"18","18",N,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17379,"1418","0504",0.80201000,0.88453578,"80.2010%","88.4536%",Total QRRE,PD Band 18,"18","18",N,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17504,"1418","0504",0.51156172,0.62206246,"51.1561%","62.2062%",Total QRRE,PD Band 18,"18","18",T,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17618,"1419","0504",0.62938179,0.83810235,"62.9381%","83.8102%",Total QRRE,PD Band 19,"19","19",T,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17722,"1419","0504",0.52194029,0.81913715,"52.1940%","81.9137%",Total QRRE,PD Band 19,"19","19",T,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17735,"1420","0507",0.17636697,0.18434260,"17.6366%","18.4342%",Other Retail,PD Band 20,"20","20",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17737,"1422","0507",0.21507187,0.27583661,"21.5071%","27.5836%",Other Retail,PD Band 22,"22","22",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17516,"1422","0599",0.56529664,0.75632724,"56.5296%","75.6327%",No Exposure Class,PD Band 22,"22","22",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17731,"1423","0599",0.36522321,0.46369594,"36.5223%","46.3695%",No Exposure Class,PD Band 23,"23","23",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17518,"1424","0599",0.86420456,0.95892666,"86.4204%","95.8926%",No Exposure Class,PD Band 24,"24","24",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17404,"1424","0599",0.80201000,0.88453578,"80.2010%","88.4536%",No Exposure Class,PD Band 24,"24","24",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17520,"1426","0502",1.00000000,1.00000000,"100.00%","100.00%",Mortgage,Defaulted - 100%,"26","26",,,"202401","999912",Y,2024-02-03-22.55.00.000000,2024-02-03-22.55.00.000000
17169,"1426","0511",,,,,Residential Mortgage - Other Insured,Defaulted - 100%,"26","26",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17085,"1499","0500",,,,,Total Retail,No PD Band,,,,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17017,"1499","0502",-2.00000000,-2.00000000,,,Mortgage,No PD Band,,,,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17018,"1400","0503",-1.00000000,-1.00000000,,,HELOC,Total PD Band,,,,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17120,"1400","0506",,,,,LOC,Total PD Band,,,,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17087,"1401","0501",,,,,Mortgage and HELOC,PD Band 1,"1","1",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17002,"1401","0502",0.00000000,0.00047300,"0.0000%","0.0473%",Mortgage,PD Band 1,"1","1",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17019,"1401","0503",0.00000000,0.00047400,"0.0000%","0.0474%",HELOC,PD Band 1,"1","1",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17053,"1401","0504",0.00000000,0.00047400,"0.0000%","0.0474%",Total QRRE,PD Band 1,"1","1",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17104,"1401","0505",,,,,Credit Card,PD Band 1,"1","1",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17209,"1402","0502",0.00050001,0.00079631,"0.0500%","0.0796%",Mortgage,PD Band 2,"2","2",,,"202302","202312",N,2023-03-01-11.29.00.000000,2024-02-03-22.55.00.000000
17410,"1402","0504",0.00100001,0.00434129,"0.1000%","0.4341%",Total QRRE,PD Band 2,"2","2",N,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17214,"1403","0507",0.00093992,0.00317875,"0.0940%","0.3179%",Other Retail,PD Band 3,"3","3",,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17157,"1403","0511",,,,,Residential Mortgage - Other Insured,PD Band 3,"3","3",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17644,"1403","0599",0.00068533,0.00138923,"0.0685%","0.1389%",No Exposure Class,PD Band 3,"3","3",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17254,"1404","0502",0.00185582,0.00443381,"0.1856%","0.4434%",Mortgage,PD Band 4,"4","4",,Y,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17039,"1404","0507",0.00349800,0.00508400,"0.3498%","0.5084%",Other Retail,PD Band 4,"4","4",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17217,"1404","0507",0.00317876,0.00835302,"0.3179%","0.8353%",Other Retail,PD Band 4,"4","4",,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17023,"1405","0503",0.00508500,0.00593200,"0.5085%","0.5932%",HELOC,PD Band 5,"5","5",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17551,"1405","0504",0.00616274,0.00797502,"0.6162%","0.7975%",Total QRRE,PD Band 5,"5","5",N,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17655,"1405","0504",0.00505107,0.00673502,"0.5051%","0.6735%",Total QRRE,PD Band 5,"5","5",N,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17258,"1405","0504",0.00689023,0.01219736,"0.6890%","1.2197%",Total QRRE,PD Band 5,"5","5",N,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17159,"1405","0511",,,,,Residential Mortgage - Other Insured,PD Band 5,"5","5",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17556,"1406","0502",0.00717357,0.01903560,"0.7173%","1.9035%",Mortgage,PD Band 6,"6","6",,Y,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17438,"1406","0504",0.01450117,0.02355451,"1.4501%","2.3554%",Total QRRE,PD Band 6,"6","6",N,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17562,"1407","0502",0.01903561,0.02370980,"1.9035%","2.3709%",Mortgage,PD Band 7,"7","7",,Y,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17334,"1407","0504",0.02146365,0.02444068,"2.1464%","2.4441%",Total QRRE,PD Band 7,"7","7",N,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17669,"1407","0507",0.00663346,0.00854281,"0.6633%","0.8542%",Other Retail,PD Band 7,"7","7",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17228,"1408","0503",0.54415913,0.74564373,"54.4159%","74.5644%",HELOC,PD Band 8,"8","8",,,"202302","202312",N,2023-03-01-11.29.00.000000,2024-02-03-22.55.00.000000
17453,"1408","0504",0.01450117,0.02355451,"1.4501%","2.3554%",Total QRRE,PD Band 8,"8","8",T,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17162,"1408","0511",,,,,Residential Mortgage - Other Insured,PD Band 8,"8","8",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17345,"1409","0502",0.05588362,0.08483514,"5.5884%","8.4835%",Mortgage,PD Band 9,"9","9",,Y,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17269,"1409","0502",0.05588361,0.08483513,"5.5884%","8.4835%",Mortgage,PD Band 9,"9","9",,Y,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17460,"1409","0504",0.02355452,0.02710574,"2.3554%","2.7105%",Total QRRE,PD Band 9,"9","9",T,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17180,"1409","0512",,,,,Residential Mortgage - Non-Insured,PD Band 9,"9","9",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17462,"1409","0599",0.01236138,0.01702216,"1.2361%","1.7022%",No Exposure Class,PD Band 9,"9","9",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17198,"1409","0599",,,,,No Exposure Class,PD Band 9,"9","9",,,"200010","202302",N,2014-10-02-10.56.09.000000,2023-04-12-15.57.00.000000
17096,"1410","0501",,,,,Mortgage and HELOC,PD Band 10,"10","10",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17062,"1410","0504",0.03659600,0.08019600,"3.6596%","8.0196%",Total QRRE,PD Band 10,"10","10",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17465,"1410","0504",0.06232722,0.09904133,"6.2327%","9.9041%",Total QRRE,PD Band 10,"10","10",N,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17130,"1410","0506",,,,,LOC,PD Band 10,"10","10",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17468,"1410","0599",0.01702217,0.02376049,"1.7022%","2.3760%",No Exposure Class,PD Band 10,"10","10",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17063,"1411","0504",0.08019700,0.16630400,"8.0197%","16.6304%",Total QRRE,PD Band 11,"11","11",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17588,"1411","0599",0.01519681,0.01903560,"1.5196%","1.9035%",No Exposure Class,PD Band 11,"11","11",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17476,"1412","0502",0.37139921,0.57352111,"37.1399%","57.3521%",Mortgage,PD Band 12,"12","12",,Y,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17030,"1412","0503",0.16630600,0.29894800,"16.6306%","29.8948%",HELOC,PD Band 12,"12","12",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17279,"1412","0504",0.12213272,0.25921536,"12.2133%","25.9215%",Total QRRE,PD Band 12,"12","12",N,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17115,"1412","0505",,,,,Credit Card,PD Band 12,"12","12",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17591,"1412","0507",0.08448670,0.17852294,"8.4486%","17.8522%",Other Retail,PD Band 12,"12","12",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17238,"1412","0507",0.08787349,0.14160395,"8.7873%","14.1604%",Other Retail,PD Band 12,"12","12",,,"202302","202312",N,2023-03-01-11.29.00.000000,2024-02-03-22.55.00.000000
17149,"1412","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 12,"12","12",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17082,"1413","0500",,,,,Total Retail,PD Band 13,"13","13",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17280,"1413","0502",0.52961900,0.99999999,"52.9619%","99.9999%",Mortgage,PD Band 13,"13","13",,Y,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17031,"1413","0503",0.29894900,0.56761200,"29.8949%","56.7612%",HELOC,PD Band 13,"13","13",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17065,"1413","0504",0.29894900,0.56761100,"29.8949%","56.7611%",Total QRRE,PD Band 13,"13","13",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17116,"1413","0505",,,,,Credit Card,PD Band 13,"13","13",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17015,"1414","0502",0.64592600,0.99999900,"64.5926%","99.9999%",Mortgage,PD Band 14,"14","14",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17241,"1414","0507",0.19429984,0.20158973,"19.4300%","20.1590%",Other Retail,PD Band 14,"14","14",,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17386,"1415","0504",0.14381823,0.25921536,"14.3818%","25.9215%",Total QRRE,PD Band 15,"15","15",T,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17603,"1415","0507",0.22048157,0.37577573,"22.0481%","37.5775%",Other Retail,PD Band 15,"15","15",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17606,"1416","0504",0.28201937,0.29377551,"28.2019%","29.3775%",Total QRRE,PD Band 16,"16","16",T,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17388,"1416","0504",0.25921537,0.28178902,"25.9215%","28.1789%",Total QRRE,PD Band 16,"16","16",T,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17608,"1416","0599",0.08448670,0.10091444,"8.4486%","10.0914%",No Exposure Class,PD Band 16,"16","16",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17499,"1417","0504",0.62206247,0.82863017,"62.2062%","82.8630%",Total QRRE,PD Band 17,"17","17",N,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17717,"1418","0504",0.52078889,0.52194028,"52.0788%","52.1940%",Total QRRE,PD Band 18,"18","18",N,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17392,"1418","0504",0.48930936,0.60737725,"48.9309%","60.7377%",Total QRRE,PD Band 18,"18","18",T,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17719,"1418","0507",0.07505199,0.08049267,"7.5051%","8.0492%",Other Retail,PD Band 18,"18","18",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17380,"1419","0504",0.88453579,0.94733484,"88.4536%","94.7335%",Total QRRE,PD Band 19,"19","19",N,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17727,"1421","0504",0.95598264,0.99999999,"95.5982%","99.9999%",Total QRRE,PD Band 21,"21","21",N,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17736,"1421","0507",0.18434261,0.21507186,"18.4342%","21.5071%",Other Retail,PD Band 21,"21","21",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17626,"1422","0599",0.37577574,0.51601342,"37.5775%","51.6013%",No Exposure Class,PD Band 22,"22","22",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17739,"1424","0507",0.43123209,0.46369594,"43.1232%","46.3695%",Other Retail,PD Band 24,"24","24",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17522,"1426","0503",1.00000000,1.00000000,"100.00%","100.00%",HELOC,Defaulted - 100%,"26","26",,,"202401","999912",Y,2024-02-03-22.55.00.000000,2024-02-03-22.55.00.000000
17523,"1426","0504",1.00000000,1.00000000,"100.00%","100.00%",Total QRRE,Defaulted - 100%,"26","26",N,,"202401","999912",Y,2024-02-03-22.55.00.000000,2024-02-03-22.55.00.000000
17525,"1426","0507",1.00000000,1.00000000,"100.00%","100.00%",Other Retail,Defaulted - 100%,"26","26",,,"202401","999912",Y,2024-02-03-22.55.00.000000,2024-02-03-22.55.00.000000
17050,"1426","0507",1.00000000,1.00000000,"100.0000%","100.0000%",Other Retail,Defaulted - 100%,"26","26",,,"200010","202312",N,2014-10-02-10.56.09.000000,2024-02-03-22.55.00.000000
17102,"1499","0501",,,,,Mortgage and HELOC,No PD Band,,,,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17296,"1499","0504",-2.00000000,-2.00000000,,,Total QRRE,No PD Band,,,N,,"202302","999912",Y,2023-03-01-11.29.00.000000,2023-03-01-11.29.00.000000
17136,"1499","0506",,,,,LOC,No PD Band,,,,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17051,"1499","0507",-2.00000000,-2.00000000,,,Other Retail,No PD Band,,,,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17639,"1403","0502",0.00068533,0.00187251,"0.0685%","0.1872%",Mortgage,PD Band 3,"3","3",,Y,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17213,"1403","0503",0.00150370,0.00715698,"0.1504%","0.7157%",HELOC,PD Band 3,"3","3",,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17140,"1403","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 3,"3","3",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17073,"1404","0500",,,,,Total Retail,PD Band 4,"4","4",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17313,"1404","0502",0.00185582,0.00443382,"0.1856%","0.4434%",Mortgage,PD Band 4,"4","4",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17646,"1404","0502",0.00187252,0.00336864,"0.1872%","0.3368%",Mortgage,PD Band 4,"4","4",,Y,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17424,"1404","0504",0.00507837,0.00767068,"0.5078%","0.7670%",Total QRRE,PD Band 4,"4","4",N,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17654,"1405","0503",0.10536389,0.99999999,"10.5363%","99.9999%",HELOC,PD Band 5,"5","5",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17656,"1405","0504",0.00505107,0.00673502,"0.5051%","0.6735%",Total QRRE,PD Band 5,"5","5",T,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17125,"1405","0506",,,,,LOC,PD Band 5,"5","5",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17040,"1405","0507",0.00508500,0.00689700,"0.5085%","0.6897%",Other Retail,PD Band 5,"5","5",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17325,"1405","0507",0.00835303,0.00915972,"0.8353%","0.9160%",Other Retail,PD Band 5,"5","5",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17075,"1406","0500",,,,,Total Retail,PD Band 6,"6","6",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17659,"1406","0502",0.00717335,0.01876990,"0.7173%","1.8769%",Mortgage,PD Band 6,"6","6",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17058,"1406","0504",0.00593400,0.00752500,"0.5934%","0.7525%",Total QRRE,PD Band 6,"6","6",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17076,"1407","0500",,,,,Total Retail,PD Band 7,"7","7",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17666,"1407","0502",0.01876991,0.02452461,"1.8769%","2.4524%",Mortgage,PD Band 7,"7","7",,Y,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17263,"1407","0502",0.01687778,0.01967499,"1.6878%","1.9675%",Mortgage,PD Band 7,"7","7",,Y,"202302","202312",N,2023-03-01-11.29.00.000000,2024-02-03-22.55.00.000000
17668,"1407","0504",0.00757356,0.01302782,"0.7573%","1.3027%",Total QRRE,PD Band 7,"7","7",T,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17335,"1407","0504",0.00689024,0.01219736,"0.6890%","1.2197%",Total QRRE,PD Band 7,"7","7",T,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17110,"1407","0505",,,,,Credit Card,PD Band 7,"7","7",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17337,"1407","0599",0.00915973,0.01118091,"0.9160%","1.1181%",No Exposure Class,PD Band 7,"7","7",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17227,"1408","0502",0.01967500,0.05588360,"1.9675%","5.5884%",Mortgage,PD Band 8,"8","8",,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17570,"1408","0504",0.01519681,0.02418949,"1.5196%","2.4189%",Total QRRE,PD Band 8,"8","8",T,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17111,"1408","0505",,,,,Credit Card,PD Band 8,"8","8",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17463,"1410","0502",0.10015367,0.18861109,"10.0153%","18.8611%",Mortgage,PD Band 10,"10","10",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17581,"1410","0504",0.04807671,0.06350481,"4.8076%","6.3504%",Total QRRE,PD Band 10,"10","10",N,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17685,"1410","0504",0.02313930,0.03887450,"2.3139%","3.8874%",Total QRRE,PD Band 10,"10","10",N,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17584,"1410","0599",0.01121711,0.01519680,"1.1217%","1.5196%",No Exposure Class,PD Band 10,"10","10",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17688,"1410","0599",0.00982140,0.01302782,"0.9821%","1.3027%",No Exposure Class,PD Band 10,"10","10",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17012,"1411","0502",0.03326000,0.07249200,"3.3260%","7.2492%",Mortgage,PD Band 11,"11","11",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17029,"1411","0503",0.08019700,0.16630500,"8.0197%","16.6305%",HELOC,PD Band 11,"11","11",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17472,"1411","0504",0.04712730,0.06232721,"4.7127%","6.2327%",Total QRRE,PD Band 11,"11","11",T,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17237,"1412","0502",0.25584426,0.52961899,"25.5844%","52.9619%",Mortgage,PD Band 12,"12","12",,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17363,"1412","0502",0.25584427,0.52961900,"25.5844%","52.9619%",Mortgage,PD Band 12,"12","12",,Y,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
