"ORG_UNIT_ID","ORG_UNIT_LVL","TRNST_NUM","ORG_UNIT_NM","CITY","CLS_DT","OPN_DT","PH_NUM","POSTAL_ZIP_CD","PROV_STATE","STRT_ADDR","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
17580310,,"31393",NORTHEAST NOVA SCOTIA & PEI DVP POB               ,******************,,,                                        ,       ,******************,                                          ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576115,,"26765",APPLICATION PROCESSING CENTRE - TRINIDAD          ,                  ,,,                                        ,       ,TRINIDAD W.I.     ,TRINIDAD                                  ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577598,Transit        ,"80960","ELLWOOD CENTRE, CLEARBROOK, B. C.                 ",ABBOTSFORD        ,,,                                        ,V2T 5E5,BRITISH COLUMBIA  ,#1 - 31205 MACLURE ROAD                   ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575495,Transit        ,"30700","SIMON FRASER UNIVERSITY, BURNABY, B.C.            ",BURNABY           ,,,                                        ,V5A 1S6,BRITISH COLUMBIA  ,SIMON FRASER UNIVERSITY                   ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579319,,"01347",GLOBAL EQUITY FINANCE                             ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 2ND FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579587,,"64113",SCOTIA PRIVATE CLIENT GROUP - ADJUSTMENT          ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET WEST, 5TH FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577877,,"83766","MTCC MORTGAGE - GUARANTEED FUNDS, TOR, ONT        ",SCARBOROUGH       ,,,                                        ,M1L 4S7,ONTARIO           ,"C/O SMC FIN, 2206 EGLINTON EAST, SUITE 200",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196355,,"07325",BNS INTL (BARBADOS) LTD GAAP                      ,ST. MICHAEL       ,,,                                        ,       ,UNITED STATES     ,                                          ,2018-02-07-22.46.39.000000,2023-12-07-21.15.31.000000
17577014,Transit        ,"80739","SLAVE LAKE, ALBERTA.                              ",SLAVE LAKE        ,,,                                        ,T0G 2A0,ALBERTA           ,P O BOX 728                               ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575646,,"91520",VANCOUVER & RICHMOND DVP PLAN OF BR               ,                  ,,,                                        ,       ,BRITISH COLUMBIA  ,"602 WEST HASTINGS ST., 3RD FLOOR          ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
79164006,,"33431",LE VILLAGE                                        ,MONTREAL          ,,,                                        ,H2L 2E7,QUEBEC            ,"900 RUE SAINTE-CATHERINE EST              ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576612,Transit        ,"10389",PICTURE BUTTE                                     ,PICTURE BUTTE     ,,,                                        ,T0K 1V0,ALBERTA           ,P.O. BOX 190                              ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579811,,"01375","SAN CARLOS, COSTA RICA                            ",                  ,,,                                        ,       ,COSTA RICA        ,FRENTE AL MERCADO DE ARTESANIAS           ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
72695000,,"05207",BOWERY FUNDING ULC                                ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,C/O GWS - 44 KING STREET WEST             ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578484,,"78345","CENTRALIZED CASH PROCESSING CENTRE,JAMAICA        ",******************,,,                                        ,       ,******************,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577802,,"24166",MOONLIGHT                                         ,TORONTO           ,,,                                        ,M5H 3W4,ONTARIO           ,"1 RICHMOND STREET WEST, 5TH FLOOR         ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576541,Transit        ,"40642","MERRITTON, ST. CATHARINES, ONT.                   ",ST. CATHARINES    ,,,                                        ,L2T 1K3,ONTARIO           ,"319 MERRITT STREET                        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
75552010,,"63164",FUND RPTG / ACCTG / TAX                           ,TORONTO           ,,,                                        ,       ,ONTARIO           ,"1 ADELAIDE STREET E., 7TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575230,,"69179","BANCOHIO, COLUMBUS, OHIO                          ",COLUMBUS          ,,,                                        ,"432 51 ",OHIO U S A        ,"155 EAST BROAD ST.,                       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578424,,"13011",MTCC (FORMERLY MTC) TRANSITION                    ,TORONTO           ,,,                                        ,M5C 2W5,ONTARIO           ,"1 QUEEN STREET EAST, 5TH FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577826,,"54296",GLOBAL SPECIALIZED HR SER MGMT                    ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST, 12TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577800,Transit        ,"43406",CLAIMS AND DISPUTES                               ,TORONTO           ,,,                                        ,M3C 0N5,ONTARIO           ,"90 WYNFORD DRIVE                          ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
68042002,,"54007",CB US REGAL                                       ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 2ND FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
