"NCR_PD_BAND_ID","NCR_PD_BAND_KEY_VAL","NCR_EXPSR_CL_KEY_VAL","PD_MIN_VAL","PD_MAX_VAL","PD_MIN_VAL_DESC","PD_MAX_VAL_DESC","PD_BAND_EXPSR_CL_DESC","NCR_PD_BAND_DESC","FRS_CD","PD_BAND","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","CRNT_F","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
17466,"1426","0507",1.00000000,1.00000000,"100.00%","100.00%",Other Retail,Defaulted - 100%,"26","26","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17337,"1499","0599",-2.00000000,-2.00000000,,,No Exposure Class,No PD Band,,,"200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17004,"1400","0503",-1.00000000,-1.00000000,,,HELOC,Total PD Band,,,"200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17006,"1400","0505",,,,,Credit Card,Total PD Band,,,"200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17010,"1400","0511",,,,,Residential Mortgage - Other Insured,Total PD Band,,,"200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17341,"1401","0507",0.00050000,0.00050000,"0.05%","0.05%",Other Retail,PD Band 1,"1","1","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17020,"1401","0507",0.00050000,0.00050000,"0.0500%","0.0500%",Other Retail,PD Band 1,"1","1","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17025,"1402","0500",,,,,Total Retail,PD Band 2,"2","2","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17032,"1402","0507",0.00060000,0.00090000,"0.0600%","0.0900%",Other Retail,PD Band 2,"2","2","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17471,"1402","0599",0.00060000,0.00080000,"0.06%","0.08%",No Exposure Class,PD Band 2,"2","2","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17037,"1403","0500",,,,,Total Retail,PD Band 3,"3","3","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17039,"1403","0502",0.00090000,0.00190000,"0.0900%","0.1900%",Mortgage,PD Band 3,"3","3","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17555,"1403","0599",0.00080000,0.00130000,"0.08%","0.13%",No Exposure Class,PD Band 3,"3","3","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17048,"1403","0599",0.00090000,0.00090000,"0.0900%","0.0900%",No Exposure Class,PD Band 3,"3","3","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17355,"1404","0504",0.00510000,0.00760000,"0.51%","0.76%",Total QRRE,PD Band 4,"4","4","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17063,"1405","0502",0.00450000,0.00680000,"0.4500%","0.6800%",Mortgage,PD Band 5,"5","5","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17361,"1405","0507",0.00650000,0.00950000,"0.65%","0.95%",Other Retail,PD Band 5,"5","5","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17071,"1405","0512",,,,,Residential Mortgage - Non-Insured,PD Band 5,"5","5","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17485,"1405","0599",0.00150000,0.00240000,"0.15%","0.24%",No Exposure Class,PD Band 5,"5","5","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17077,"1406","0504",0.01230000,0.02150000,"1.2300%","2.1500%",Total QRRE,PD Band 6,"6","6","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17489,"1406","0507",0.00980000,0.01210000,"0.98%","1.21%",Other Retail,PD Band 6,"6","6","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17366,"1406","0507",0.00960000,0.01230000,"0.96%","1.23%",Other Retail,PD Band 6,"6","6","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17089,"1407","0504",0.02160000,0.02440000,"2.1600%","2.4400%",Total QRRE,PD Band 7,"7","7","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17371,"1407","0507",0.01240000,0.01700000,"1.24%","1.70%",Other Retail,PD Band 7,"7","7","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17574,"1408","0502",0.02460000,0.11620000,"2.46%","11.62%",Mortgage,PD Band 8,"8","8","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17579,"1409","0504",0.02250000,0.02310000,"2.25%","2.31%",Total QRRE,PD Band 9,"9","9","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17114,"1409","0505",,,,,Credit Card,PD Band 9,"9","9","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17119,"1409","0512",,,,,Residential Mortgage - Non-Insured,PD Band 9,"9","9","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17382,"1409","0599",0.01240000,0.01700000,"1.24%","1.70%",No Exposure Class,PD Band 9,"9","9","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17583,"1410","0504",0.02320000,0.03880000,"2.32%","3.88%",Total QRRE,PD Band 10,"10","10","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17125,"1410","0504",0.05710000,0.10050000,"5.7100%","10.0500%",Total QRRE,PD Band 10,"10","10","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17131,"1410","0512",,,,,Residential Mortgage - Non-Insured,PD Band 10,"10","10","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17134,"1411","0501",,,,,Mortgage and HELOC,PD Band 11,"11","11","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17389,"1411","0503",0.99850000,0.99850000,"99.85%","99.85%",HELOC,PD Band 11,"11","11","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17136,"1411","0503",0.99850000,0.99850000,"99.8500%","99.8500%",HELOC,PD Band 11,"11","11","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17586,"1411","0504",0.03890000,0.06010000,"3.89%","6.01%",Total QRRE,PD Band 11,"11","11","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17138,"1411","0505",,,,,Credit Card,PD Band 11,"11","11","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17512,"1411","0507",0.07770000,0.08440000,"7.77%","8.44%",Other Retail,PD Band 11,"11","11","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17587,"1411","0507",0.01210000,0.01660000,"1.21%","1.66%",Other Retail,PD Band 11,"11","11","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17146,"1412","0501",,,,,Mortgage and HELOC,PD Band 12,"12","12","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17515,"1412","0504",0.10070000,0.13360000,"10.07%","13.36%",Total QRRE,PD Band 12,"12","12","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17397,"1412","0599",0.03750000,0.04710000,"3.75%","4.71%",No Exposure Class,PD Band 12,"12","12","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17400,"1413","0504",0.20780000,0.27650000,"20.78%","27.65%",Total QRRE,PD Band 13,"13","13","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17163,"1413","0506",,,,,LOC,PD Band 13,"13","13","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17179,"1414","0512",,,,,Residential Mortgage - Non-Insured,PD Band 14,"14","14","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17524,"1414","0599",0.03850000,0.06350000,"3.85%","6.35%",No Exposure Class,PD Band 14,"14","14","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17189,"1415","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 15,"15","15","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17191,"1415","0512",,,,,Residential Mortgage - Non-Insured,PD Band 15,"15","15","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17196,"1416","0503",0.99900000,0.99900000,"99.9000%","99.9000%",HELOC,PD Band 16,"16","16","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17416,"1416","0507",0.37960000,0.47610000,"37.96%","47.61%",Other Retail,PD Band 16,"16","16","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17604,"1417","0504",0.28130000,0.52070000,"28.13%","52.07%",Total QRRE,PD Band 17,"17","17","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17606,"1417","0599",0.06780000,0.07670000,"6.78%","7.67%",No Exposure Class,PD Band 17,"17","17","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17219,"1418","0502",0.99920000,0.99920000,"99.9200%","99.9200%",Mortgage,PD Band 18,"18","18","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17221,"1418","0504",0.80210000,0.88450000,"80.2100%","88.4500%",Total QRRE,PD Band 18,"18","18","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17225,"1418","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 18,"18","18","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17230,"1419","0501",,,,,Mortgage and HELOC,PD Band 19,"19","19","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17610,"1419","0504",0.52200000,0.81910000,"52.20%","81.91%",Total QRRE,PD Band 19,"19","19","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17237,"1419","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 19,"19","19","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17538,"1419","0599",0.19710000,0.22040000,"19.71%","22.04%",No Exposure Class,PD Band 19,"19","19","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17247,"1420","0506",,,,,LOC,PD Band 20,"20","20","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17251,"1420","0512",,,,,Residential Mortgage - Non-Insured,PD Band 20,"20","20","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17255,"1421","0502",0.99950000,0.99950000,"99.9500%","99.9500%",Mortgage,PD Band 21,"21","21","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17263,"1421","0512",,,,,Residential Mortgage - Non-Insured,PD Band 21,"21","21","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17275,"1422","0512",,,,,Residential Mortgage - Non-Insured,PD Band 22,"22","22","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17298,"1424","0511",,,,,Residential Mortgage - Other Insured,PD Band 24,"24","24","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17458,"1425","0502",0.99990000,0.99990000,"99.99%","99.99%",Mortgage,PD Band 25,"25","25","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17310,"1425","0511",,,,,Residential Mortgage - Other Insured,PD Band 25,"25","25","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17465,"1426","0504",1.00000000,1.00000000,"100.00%","100.00%",Total QRRE,Defaulted - 100%,"26","26","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17327,"1499","0501",,,,,Mortgage and HELOC,No PD Band,,,"200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17003,"1400","0502",-1.00000000,-1.00000000,,,Mortgage,Total PD Band,,,"200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17017,"1401","0504",0.00100000,0.00100000,"0.1000%","0.1000%",Total QRRE,PD Band 1,"1","1","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17547,"1402","0502",0.00060000,0.00070000,"0.06%","0.07%",Mortgage,PD Band 2,"2","2","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17028,"1402","0503",0.00060000,0.00150000,"0.0600%","0.1500%",HELOC,PD Band 2,"2","2","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17441,"1421","0507",0.99950000,0.99950000,"99.95%","99.95%",Other Retail,PD Band 21,"21","21","202401","202512",N,2024-01-29-13.42.00.000000,2026-01-08-09.59.00.000000
17279,"1423","0502",0.99970000,0.99970000,"99.9700%","99.9700%",Mortgage,PD Band 23,"23","23","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17281,"1423","0504",0.99970000,0.99970000,"99.9700%","99.9700%",Total QRRE,PD Band 23,"23","23","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17544,"1423","0599",0.51610000,0.62930000,"51.61%","62.93%",No Exposure Class,PD Band 23,"23","23","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17309,"1425","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 25,"25","25","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17311,"1425","0512",,,,,Residential Mortgage - Non-Insured,PD Band 25,"25","25","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17313,"1426","0500",,,,,Total Retail,Defaulted - 100%,"26","26","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17464,"1426","0503",1.00000000,1.00000000,"100.00%","100.00%",HELOC,Defaulted - 100%,"26","26","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17319,"1426","0506",,,,,LOC,Defaulted - 100%,"26","26","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17331,"1499","0505",,,,,Credit Card,No PD Band,,,"200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17008,"1400","0507",-1.00000000,-1.00000000,,,Other Retail,Total PD Band,,,"200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17036,"1402","0599",0.00060000,0.00080000,"0.0600%","0.0800%",No Exposure Class,PD Band 2,"2","2","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17551,"1403","0502",0.00080000,0.00180000,"0.08%","0.18%",Mortgage,PD Band 3,"3","3","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17053,"1404","0504",0.00630000,0.00690000,"0.6300%","0.6900%",Total QRRE,PD Band 4,"4","4","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17055,"1404","0506",,,,,LOC,PD Band 4,"4","4","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17357,"1404","0599",0.00100000,0.00190000,"0.10%","0.19%",No Exposure Class,PD Band 4,"4","4","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17358,"1405","0502",0.00350000,0.00720000,"0.35%","0.72%",Mortgage,PD Band 5,"5","5","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17359,"1405","0503",0.03750000,0.16040000,"3.75%","16.04%",HELOC,PD Band 5,"5","5","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17487,"1406","0503",0.99800000,0.99800000,"99.80%","99.80%",HELOC,PD Band 6,"6","6","202412","999912",Y,2025-01-06-13.57.00.000000,2025-01-06-13.57.00.000000
17568,"1406","0507",0.00620000,0.00660000,"0.62%","0.66%",Other Retail,PD Band 6,"6","6","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17083,"1406","0512",,,,,Residential Mortgage - Non-Insured,PD Band 6,"6","6","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17492,"1407","0503",0.99810000,0.99810000,"99.81%","99.81%",HELOC,PD Band 7,"7","7","202412","999912",Y,2025-01-06-13.57.00.000000,2025-01-06-13.57.00.000000
17571,"1407","0504",0.00760000,0.01300000,"0.76%","1.30%",Total QRRE,PD Band 7,"7","7","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17494,"1407","0507",0.01220000,0.01660000,"1.22%","1.66%",Other Retail,PD Band 7,"7","7","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17095,"1407","0512",,,,,Residential Mortgage - Non-Insured,PD Band 7,"7","7","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17098,"1408","0501",,,,,Mortgage and HELOC,PD Band 8,"8","8","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17100,"1408","0503",0.54430000,0.74560000,"54.4300%","74.5600%",HELOC,PD Band 8,"8","8","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17105,"1408","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 8,"8","8","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17107,"1408","0512",,,,,Residential Mortgage - Non-Insured,PD Band 8,"8","8","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17501,"1409","0502",0.10100000,0.19700000,"10.10%","19.70%",Mortgage,PD Band 9,"9","9","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17380,"1409","0504",0.04720000,0.06230000,"4.72%","6.23%",Total QRRE,PD Band 9,"9","9","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17117,"1409","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 9,"9","9","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17129,"1410","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 10,"10","10","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17509,"1410","0599",0.01130000,0.01510000,"1.13%","1.51%",No Exposure Class,PD Band 10,"10","10","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17143,"1411","0512",,,,,Residential Mortgage - Non-Insured,PD Band 11,"11","11","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17395,"1412","0504",0.13110000,0.20770000,"13.11%","20.77%",Total QRRE,PD Band 12,"12","12","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17518,"1413","0502",0.99870000,0.99870000,"99.87%","99.87%",Mortgage,PD Band 13,"13","13","202412","999912",Y,2025-01-06-13.57.00.000000,2025-01-06-13.57.00.000000
17398,"1413","0502",0.57360000,0.99870000,"57.36%","99.87%",Mortgage,PD Band 13,"13","13","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17520,"1413","0507",0.17860000,0.21860000,"17.86%","21.86%",Other Retail,PD Band 13,"13","13","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17593,"1413","0507",0.02670000,0.03590000,"2.67%","3.59%",Other Retail,PD Band 13,"13","13","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17402,"1413","0599",0.04720000,0.07910000,"4.72%","7.91%",No Exposure Class,PD Band 13,"13","13","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17170,"1414","0501",,,,,Mortgage and HELOC,PD Band 14,"14","14","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17522,"1414","0504",0.24200000,0.28200000,"24.20%","28.20%",Total QRRE,PD Band 14,"14","14","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17596,"1414","0507",0.03600000,0.03630000,"3.60%","3.63%",Other Retail,PD Band 14,"14","14","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17177,"1414","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 14,"14","14","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17525,"1415","0504",0.28210000,0.29370000,"28.21%","29.37%",Total QRRE,PD Band 15,"15","15","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17186,"1415","0505",,,,,Credit Card,PD Band 15,"15","15","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17528,"1416","0504",0.29380000,0.53580000,"29.38%","53.58%",Total QRRE,PD Band 16,"16","16","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17200,"1416","0507",0.38340000,0.47420000,"38.3400%","47.4200%",Other Retail,PD Band 16,"16","16","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17419,"1417","0503",0.99910000,0.99910000,"99.91%","99.91%",HELOC,PD Band 17,"17","17","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17210,"1417","0505",,,,,Credit Card,PD Band 17,"17","17","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17422,"1417","0599",0.18040000,0.20770000,"18.04%","20.77%",No Exposure Class,PD Band 17,"17","17","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17231,"1419","0502",0.99930000,0.99930000,"99.9300%","99.9300%",Mortgage,PD Band 19,"19","19","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17235,"1419","0506",,,,,LOC,PD Band 19,"19","19","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17431,"1419","0507",0.99930000,0.99930000,"99.93%","99.93%",Other Retail,PD Band 19,"19","19","202401","202512",N,2024-01-29-13.42.00.000000,2026-01-08-09.59.00.000000
17269,"1422","0504",0.99960000,0.99960000,"99.9600%","99.9600%",Total QRRE,PD Band 22,"22","22","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17282,"1423","0505",,,,,Credit Card,PD Band 23,"23","23","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17451,"1423","0507",0.99970000,0.99970000,"99.97%","99.97%",Other Retail,PD Band 23,"23","23","202401","202512",N,2024-01-29-13.42.00.000000,2026-01-08-09.59.00.000000
17287,"1423","0512",,,,,Residential Mortgage - Non-Insured,PD Band 23,"23","23","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17308,"1425","0507",0.99990000,0.99990000,"99.9900%","99.9900%",Other Retail,PD Band 25,"25","25","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17314,"1426","0501",,,,,Mortgage and HELOC,Defaulted - 100%,"26","26","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17322,"1426","0511",,,,,Residential Mortgage - Other Insured,Defaulted - 100%,"26","26","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17002,"1400","0501",,,,,Mortgage and HELOC,Total PD Band,,,"200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17012,"1400","0599",-1.00000000,-1.00000000,,,No Exposure Class,Total PD Band,,,"200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17013,"1401","0500",,,,,Total Retail,PD Band 1,"1","1","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17018,"1401","0505",,,,,Credit Card,PD Band 1,"1","1","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17027,"1402","0502",0.00060000,0.00080000,"0.0600%","0.0800%",Mortgage,PD Band 2,"2","2","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17548,"1402","0503",0.00060000,0.00130000,"0.06%","0.13%",HELOC,PD Band 2,"2","2","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17469,"1402","0504",0.00110000,0.00110000,"0.11%","0.11%",Total QRRE,PD Band 2,"2","2","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17031,"1402","0506",,,,,LOC,PD Band 2,"2","2","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17034,"1402","0511",,,,,Residential Mortgage - Other Insured,PD Band 2,"2","2","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17472,"1403","0503",0.00150000,0.01120000,"0.15%","1.12%",HELOC,PD Band 3,"3","3","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17553,"1403","0504",0.00130000,0.00160000,"0.13%","0.16%",Total QRRE,PD Band 3,"3","3","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17350,"1403","0504",0.00440000,0.00500000,"0.44%","0.50%",Total QRRE,PD Band 3,"3","3","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17352,"1403","0599",0.00080000,0.00090000,"0.08%","0.09%",No Exposure Class,PD Band 3,"3","3","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17049,"1404","0500",,,,,Total Retail,PD Band 4,"4","4","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17557,"1404","0503",0.00920000,0.10530000,"0.92%","10.53%",HELOC,PD Band 4,"4","4","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17562,"1405","0503",0.10540000,0.99790000,"10.54%","99.79%",HELOC,PD Band 5,"5","5","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17364,"1406","0503",0.16050000,0.29750000,"16.05%","29.75%",HELOC,PD Band 6,"6","6","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17369,"1407","0503",0.29760000,0.56520000,"29.76%","56.52%",HELOC,PD Band 7,"7","7","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17093,"1407","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 7,"7","7","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17101,"1408","0504",0.02450000,0.04430000,"2.4500%","4.4300%",Total QRRE,PD Band 8,"8","8","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17499,"1408","0507",0.01670000,0.03840000,"1.67%","3.84%",Other Retail,PD Band 8,"8","8","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17576,"1408","0507",0.00860000,0.00980000,"0.86%","0.98%",Other Retail,PD Band 8,"8","8","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
