"CCAR_BASEL_PRD_TP_NM","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","PRD_SHT_NM","EXPSR_SUB_TP_CD","BASEL_1_ASST_TP_CD","REGULATORY_PRD_TP_CD","PD_BAND_CD","CRNT_F","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
ITL_MARINE_02_01_05,"201604","999912",ITLMARINE020105                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_MARINE_02_01_07,"201604","999912",ITLMARINE020107                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_MARINE_02_01_08,"201604","999912",ITLMARINE020108                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_MARINE_03_01_01,"201604","999912",ITLMARINE030101                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_MARINE_03_01_05,"201604","999912",ITLMARINE030105                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_MARINE_03_01_07,"201604","999912",ITLMARINE030107                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_MARINE_03_01_08,"201604","999912",ITLMARINE030108                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_08_01_06,"201604","999912",ITLAUTOREG080106                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_04_03,"201604","999912",OCCC050403                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_04_05,"201604","999912",OCCC050405                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_05_03,"201604","999912",OCCC050503                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_05_05,"201604","999912",OCCC050505                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_06_01_01,"201604","999912",OCCC060101                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_06_01_03,"201604","999912",OCCC060103                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_06_02_02,"201604","999912",OCCC060202                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_06_02_05,"201604","999912",OCCC060205                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_06_03_01,"201604","999912",OCCC060301                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_06_03_04,"201604","999912",OCCC060304                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_06_04_03,"201604","999912",OCCC060403                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_06_04_05,"201604","999912",OCCC060405                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_03_01_04,"201604","999912",ITLAUTOREG030104                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_03_01_06,"201604","999912",ITLAUTOREG030106                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_03_01_08,"201604","999912",ITLAUTOREG030108                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_04_01_01,"201604","999912",ITLAUTOREG040101                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_04_01_03,"201604","999912",ITLAUTOREG040103                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_04_04_05,"201604","999912",OCCC040405                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_04_05_02,"201604","999912",OCCC040502                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_04_05_03,"201604","999912",OCCC040503                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_04_05_05,"201604","999912",OCCC040505                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_01_01,"201604","999912",OCCC050101                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_01_03,"201604","999912",OCCC050103                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_01_05,"201604","999912",OCCC050105                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_02_02,"201604","999912",OCCC050202                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_08_01_02,"201604","999912",OCCC080102                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_08_01_03,"201604","999912",OCCC080103                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_08_01_05,"201604","999912",OCCC080105                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_08_02_01,"201604","999912",OCCC080201                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_08_02_04,"201604","999912",OCCC080204                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_08_03_01,"201604","999912",OCCC080301                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_08_03_03,"201604","999912",OCCC080303                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_08_03_05,"201604","999912",OCCC080305                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_08_04_02,"201604","999912",OCCC080402                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_08_04_04,"201604","999912",OCCC080404                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_08_05_02,"201604","999912",OCCC080502                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_08_05_04,"201604","999912",OCCC080504                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_09_01_03,"201604","999912",OCCC090103                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
HELOC_CON_HL_03_02_02,"201604","999912",HCHL030202                              ,Residential Mortgage Exposures                    ,HELOCs                                            ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
HELOC_CON_HL_03_03_01,"201604","999912",HCHL030301                              ,Residential Mortgage Exposures                    ,HELOCs                                            ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
HELOC_CON_HL_03_03_03,"201604","999912",HCHL030303                              ,Residential Mortgage Exposures                    ,HELOCs                                            ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
HELOC_CON_HL_04_01_02,"201604","999912",HCHL040102                              ,Residential Mortgage Exposures                    ,HELOCs                                            ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
HELOC_CON_HL_04_02_01,"201604","999912",HCHL040201                              ,Residential Mortgage Exposures                    ,HELOCs                                            ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
HELOC_CON_HL_04_02_03,"201604","999912",HCHL040203                              ,Residential Mortgage Exposures                    ,HELOCs                                            ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
HELOC_CON_HL_04_04_01,"201604","999912",HCHL040401                              ,Residential Mortgage Exposures                    ,HELOCs                                            ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
HELOC_CON_HL_04_04_03,"201604","999912",HCHL040403                              ,Residential Mortgage Exposures                    ,HELOCs                                            ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
HELOC_CON_HL_05_01_02,"201604","999912",HCHL050102                              ,Residential Mortgage Exposures                    ,HELOCs                                            ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
HELOC_CON_HL_05_02_01,"201604","999912",HCHL050201                              ,Residential Mortgage Exposures                    ,HELOCs                                            ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
HELOC_CON_HL_05_02_03,"201604","999912",HCHL050203                              ,Residential Mortgage Exposures                    ,HELOCs                                            ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
HELOC_CON_HL_05_03_02,"201604","999912",HCHL050302                              ,Residential Mortgage Exposures                    ,HELOCs                                            ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
HELOC_CON_HL_05_04_01,"201604","999912",HCHL050401                              ,Residential Mortgage Exposures                    ,HELOCs                                            ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_06_05_01,"201604","999912",OCCC060501                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_06_05_03,"201604","999912",OCCC060503                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_08_01_08,"201604","999912",ITLAUTOREG080108                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_09_01_02,"201604","999912",ITLAUTOREG090102                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_09_01_04,"201604","999912",ITLAUTOREG090104                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_09_01_06,"201604","999912",ITLAUTOREG090106                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_09_01_08,"201604","999912",ITLAUTOREG090108                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_10_01_01,"201604","999912",ITLAUTOREG100101                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_10_01_02,"201604","999912",ITLAUTOREG100102                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_10_01_04,"201604","999912",ITLAUTOREG100104                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_10_01_06,"201604","999912",ITLAUTOREG100106                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_10_01_08,"201604","999912",ITLAUTOREG100108                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_11_01_02,"201604","999912",ITLAUTOREG110102                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_02_04,"201604","999912",OCCC050204                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_02_05,"201604","999912",OCCC050205                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_03_01,"201604","999912",OCCC050301                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_03_03,"201604","999912",OCCC050303                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_03_04,"201604","999912",OCCC050304                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_04_02,"201604","999912",OCCC050402                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_04_01_05,"201604","999912",ITLAUTOREG040105                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_04_01_07,"201604","999912",ITLAUTOREG040107                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_05_01_01,"201604","999912",ITLAUTOREG050101                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_05_01_03,"201604","999912",ITLAUTOREG050103                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_05_01_05,"201604","999912",ITLAUTOREG050105                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_06_01_01,"201604","999912",ITLAUTOREG060101                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_06_01_03,"201604","999912",ITLAUTOREG060103                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_09_01_05,"201604","999912",OCCC090105                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_RS_03_01_01,"201604","999912",ITLAUTORS030101                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_RS_03_01_02,"201604","999912",ITLAUTORS030102                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_RS_03_01_03,"201604","999912",ITLAUTORS030103                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_RS_03_01_04,"201604","999912",ITLAUTORS030104                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_RS_03_01_06,"201604","999912",ITLAUTORS030106                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_RS_04_01_01,"201604","999912",ITLAUTORS040101                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_RS_04_01_02,"201604","999912",ITLAUTORS040102                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_RS_04_01_03,"201604","999912",ITLAUTORS040103                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_RS_04_01_04,"201604","999912",ITLAUTORS040104                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_RS_04_01_06,"201604","999912",ITLAUTORS040106                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_RS_05_01_05,"201604","999912",ITLAUTORS050105                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_RS_05_01_07,"201604","999912",ITLAUTORS050107                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
HELOC_CON_HL_05_04_03,"201604","999912",HCHL050403                              ,Residential Mortgage Exposures                    ,HELOCs                                            ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_MARINE_04_01_05,"201604","999912",ITLMARINE040105                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_MARINE_04_01_07,"201604","999912",ITLMARINE040107                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_MARINE_04_01_08,"201604","999912",ITLMARINE040108                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_MARINE_05_01_01,"201604","999912",ITLMARINE050101                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_MARINE_05_01_02,"201604","999912",ITLMARINE050102                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_01_01_02,"201604","999912",OCCL010102                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_01_01_04,"201604","999912",OCCL010104                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_01_02_01,"201604","999912",OCCL010201                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_01_02_03,"201604","999912",OCCL010203                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_01_02_05,"201604","999912",OCCL010205                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_01_03_02,"201604","999912",OCCL010302                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_01_03_04,"201604","999912",OCCL010304                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_11_01_04,"201604","999912",ITLAUTOREG110104                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_11_01_06,"201604","999912",ITLAUTOREG110106                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_REG_11_01_08,"201604","999912",ITLAUTOREG110108                        ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_06_05_05,"201604","999912",OCCC060505                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_07_01_01,"201604","999912",OCCC070101                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_07_01_03,"201604","999912",OCCC070103                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_07_01_04,"201604","999912",OCCC070104                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_07_02_02,"201604","999912",OCCC070202                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_07_02_03,"201604","999912",OCCC070203                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_07_02_05,"201604","999912",OCCC070205                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_07_03_01,"201604","999912",OCCC070301                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
